Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
3695816,3695816,19.6,0.3195618867,0.7145621017,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298,864284400000,25.91240984,93284.6754241771,57963.4695712061,0.2876973796,111.914276123,43038916,26743142,23,2,0.254285,4.333,2458000.5,0.5440215417699490,1.431607228971960,37.48130665372540,59.47799735806130,625.654036667999,0.6527820570576300,225.6655113270100,2.210432400886290,2458124.919181690000,288.4094678767440,0.5753978699110240,FALSE
3740860,3740860,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,864284400000,23.3324099581,83996.6758493278,52192.2678353781,0.4192793142,163.0996551514,62723292,38974448,68,4,0.0661242,3.444,2458000.5,0.5459035455454930,2.15148970697034,17.87939204787490,223.7168349726960,1152.67622602025,0.9769838477305970,314.2769388212430,3.325995566210080,2457470.825138250000,165.4262887750820,0.3123166695672580,FALSE
2488580,2488580,19.6,0.3195618867,0.7145621017,319.5618867213,714.5621017269,0.1985664891,0.4440081677,1048.4314204307,2344.3639258298,864284400000,18.9838265743,68341.7756674948,42464.9216640608,0.4895392315,190.4307556152,73234024,45505516,36,0,0.407205,3.673,2458000.5,0.4012636659770430,1.841313730287190,38.99895641793800,47.81972372115180,912.6202778399500,1.102461432658290,266.7821251782490,2.580166027916090,2457989.101591940000,4.496313527989390,0.3944685525200820,FALSE
3409688,3409688,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,865753200000,8.6211466168,31036.1278206356,19284.6428672166,0.2119089931,82.4326019287,31701134,19698172,67,0,0.0373312,4.834,2458000.5,0.2259752381751480,1.350962241259220,8.177685917223550,227.8057598449500,573.5393808730030,1.045678227025040,4.639511505597020,1.656246255493410,2458043.044494710000,333.2956121116960,0.6276813973123040,TRUE
3654336,3654336,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,865753200000,20.3144573136,73132.046328991,45441.4095648111,0.2800067623,108.9226303101,41888416,26028256,16,3,0.279136,5.117,2458000.5,0.4012569993780500,1.19915495273952,27.75732036731420,251.4601707107080,479.6355722431560,0.7179856346139330,341.0233991159490,1.680324270865110,2457787.811514800000,159.6375646473290,0.7505698510149160,FALSE
3666542,3666542,27.0,0.0105816886,0.023661375,10.5816885933,23.6613750114,0.0065751544,0.0147024923,34.7168272045,77.6291855923,865753200000,17.5755186489,63271.8671361822,39314.6776658128,0.4462033643,173.5731048584,66751072,41477192,6,7,0.00821746,6.424,2458000.5,0.1601673687156840,0.9309316010057680,1.306458657831630,138.9612307471590,328.0764721385260,0.7818267360183950,260.3485343284120,1.08003646599314,2457932.474723710000,74.64448548763090,1.097305142466890,FALSE
3141531,3141531,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,866358000000,15.8631114154,57107.201095562,35484.1939251841,0.394777574,153.5684661865,59057884,36696868,17,2,0.126227,5.926,2458000.5,0.302112493337494,1.009052138390970,23.54363717936870,42.41680159179610,370.2276390354850,0.7042048809541420,226.9568772601550,1.313899395827790,2458026.531111320000,334.6880052017650,0.9723747285261320,FALSE
3183847,3183847,25.0,0.02658,0.0594346868,26.58,59.4346868419,0.0165160412,0.0369309908,87.2047272,194.9956979785,866358000000,14.832297151,53396.2697434736,33178.3654969934,0.0499718184,19.439037323,7475678,4645171,9,7,0.0137801,6.393,2458000.5,0.3513090023355660,0.9154446324792730,25.44541410484240,82.62024372465120,319.9238008647840,0.5938406919495300,309.4540550035180,1.237048573009020,2458049.693271710000,304.6443879252000,1.125267951389940,FALSE
3553283,3553283,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.2440006365,576.1559189633,1288.3238004408,866358000000,22.3867957528,80592.4647099436,50077.0234193535,0.3331945987,129.612701416,49845204,30972374,31,2,0.000867375,3.967,2458000.5,0.5281969210979270,1.743108004050790,2.97675503354987,304.0252313577490,840.5912646010420,0.8224037231700110,237.1733062697090,2.663812284931570,2458137.768523780000,301.2120127342910,0.4282699751476260,TRUE
3713991,3713991,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,866358000000,10.3145291228,37132.304842206,23072.5701948696,0.1359461503,52.8830528259,20337256,12636985,25,3,0.0248668,3.778,2458000.5,0.5206780982063720,1.882979361818190,8.817636527532120,235.1781471261470,943.7713011498350,0.9025532487448460,35.34522045143270,2.863405474891530,2458169.885058150000,295.3883500608890,0.3814483440653450,TRUE
3771017,3771017,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557,866358000000,24.0353485456,86527.2547641654,53764.671161656,0.3594492333,139.8257598877,53772840,33412894,7,4,0.115952,5.852,2458000.5,0.5577268380892700,1.010317012892570,16.48988169605550,3.184838900422560,370.9239928798370,0.4468360998241980,32.18991652975660,1.573797925960930,2458087.168283030000,275.8841636294670,0.970549241651845,FALSE
3774559,3774559,24.875,0.028154964,0.0629564134,28.1549640152,62.9564134421,0.0174946781,0.0391192896,92.3719321397,206.5499194773,866358000000,5.358362849,19290.1062565548,11986.1218570243,0.0911616996,35.4618988037,13637596,8474009,17,6,0.0522855,4.519,2458000.5,0.2875239448666250,1.488746378989920,2.568665098687800,93.42828468411760,663.4825484690830,1.060696147196840,150.1630522200350,1.916796610783010,2457898.432122940000,55.381163870459,0.5425915132668720,FALSE
2136818,2136818,18.9,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,866962800000,9.4440914119,33998.7290828428,21125.4880792809,0.2495106671,97.0596466064,37326264,23193466,97,0,0.113543,6.326,2458000.5,0.3462912345976580,0.9375804265711700,12.77833710327870,259.9517694521270,331.5974828563660,0.6129045431192400,203.7846993891180,1.262256310023100,2458099.877786880000,252.11014821482,1.085653596942220,FALSE
3529054,3529054,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,866962800000,32.3300519092,116388.1868731160,72319.0931156868,0.4409041128,171.5117034912,65958316,40984596,32,1,0.0618114,4.826,2457800.5,0.5546543079479340,1.28027111688274,22.71602452011870,120.3134802030770,529.1165534074200,0.5701632265624160,270.9422324574510,1.990379007203060,2457546.479478000000,172.8303288421780,0.6803793940704780,FALSE
3752567,3752567,18.9,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181,866962800000,21.0823695922,75896.530531767,47159.1525406971,0.4678731446,182.0026550293,69992832,43491528,34,4,0.160012,4.389,2458000.5,0.7415112496714800,1.357519766153350,35.76664398640970,76.81294770387250,577.7203552638260,0.3509035878992440,283.5635469613650,2.364135944407450,2458172.034877490000,253.1099530506940,0.6231388538068730,FALSE
3764807,3764807,25.9,0.0175612318,0.0392681082,17.561231848,39.2681081809,0.0109120402,0.0244000636,57.6155918963,128.8323800441,866962800000,4.3879155028,15796.4958099732,9815.328188147,0.0975588053,37.9503746033,14594589,9068657,9,5,0.0170586,5.884,2458000.5,0.04490939948984190,1.041554382399110,6.232673411794770,243.1691312214320,388.2588400607680,0.9947788005495510,141.2285242824750,1.088329964248670,2458068.664217250000,296.7970135437350,0.9272164928521790,FALSE
2490684,2490684,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,866962800000,32.3300071765,116388.0258355310,72318.993053194,0.4409026317,171.5111236572,65958092,40984460,34,0,0.0612238,4.826,2458000.5,0.5547433819690690,1.280170488133450,22.71757623517740,120.3006844146120,529.054172139068,0.5700043820493080,270.9613795238110,1.9903365942176,2458075.587253940000,308.9061558463170,0.6804596182361640,FALSE
2001980,2001980,13.92,4.3707400403,9.7732718421,4370.7400403053,9773.2718421028,2.7158511096,6.0728276978,14339.6987538352,32064.5411904446,868345200000,12.8440043126,46238.4155253794,28730.753246867,0.4838779674,188.2285308838,72387112,44979268,412,0,0.245487,3.996,2458000.5,0.3648145150784300,1.709445696814590,26.86936221652990,246.5743149368770,816.3593868969380,1.085815093878270,115.4858739826430,2.333076299750910,2458071.714461010000,328.5956866829900,0.440982250927983,FALSE
2007753,2007753,18.6,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,868345200000,10.452596342,37629.3468311986,23381.4127574189,0.1079968705,42.0107841492,16156102,10038937,138,0,0.00668663,4.474,2458000.5,0.4818980837557890,1.467747567020690,3.122921820180160,73.42551547013780,649.4945042357620,0.760442827036198,280.0870764933580,2.175052307005180,2457830.488828910000,94.2333171308757,0.5542772073546640,TRUE
3297357,3297357,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,868345200000,18.6364619477,67091.2630115969,41687.9017307336,0.4424472217,172.1119689941,66189160,41128040,23,1,0.0503735,5.099,2458000.5,0.5523435816122550,1.211112022226650,3.223792233848280,84.8937352685426,486.8272723811050,0.5421620701363210,170.584738047195,1.88006197431698,2457931.170420930000,51.26797507255870,0.7394819896576780,FALSE
3309092,3309092,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,868345200000,14.2666666027,51359.9997697132,31913.1065235754,0.4209216968,163.7385406494,62968988,39127116,25,1,0.00449776,7.108,2458000.5,0.2734902788074860,0.8199373454771400,3.280906410035640,75.27148580402210,271.1873505988840,0.595692452257927,218.0210032865790,1.044182238696350,2457947.816354870000,69.93730425205580,1.327495545809880,FALSE
3385160,3385160,18.1,0.6376097899,1.4257388333,637.6097898754,1425.7388332807,0.3961922327,0.8859127646,2091.8957030147,4677.6209937807,868345200000,6.4486422375,23215.1120551113,14424.9678211329,0.2166532364,84.2781143188,32410864,20139178,25,1,0.22216,3.504,2458000.5,0.4397336825726460,2.210686532951120,10.74216185765550,106.1175344694410,1200.574667303270,1.238573202802770,180.9470004620080,3.182799863099470,2457840.152079680000,48.08135044709260,0.299856401941773,FALSE
3644702,3644702,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,868345200000,30.9735777005,111504.8797219510,69284.795958342,0.4128711125,160.6068725586,61764640,38378768,43,0,0.0393898,6.072,2458000.5,0.5110210928269000,0.9584527139008470,29.29023187104020,275.6201964097670,342.7318490825860,0.4686631606203280,227.7976271399710,1.448242267181370,2458123.142703620000,231.178084496809,1.05038385245969,TRUE
3742338,3742338,28.8,0.0046190746,0.0103285648,4.6190746028,10.328564805,0.002870159,0.0064178706,15.1544447199,33.886368555,868345200000,7.7497806063,27899.210182544,17335.484238148,0.215848157,83.9649353027,32290426,20064340,5,5,0.00637006,6.543,2458000.5,0.09184728336183770,0.9082001905646830,12.05619508288150,319.7823596085860,316.1337113595390,0.8247844703126140,356.2584825716670,0.9916159108167530,2457898.255673050000,116.4316122526850,1.138758655164660,FALSE
3694778,3694778,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591,868950000000,10.5145587973,37852.4116703736,23520.0165737385,0.2864431226,111.4263687134,42851280,26626552,12,6,0.165473,3.919,2458000.5,0.4205985739811470,1.809852510843890,12.72780324026960,41.19341278503890,889.3305346299260,1.048631125666750,292.1746073823410,2.571073896021030,2457789.450870880000,85.43245005530250,0.4047988750884460,FALSE
2015817,2015817,18.5,0.5303407233,1.1858779086,530.3407233187,1185.8779085771,0.3295383456,0.7368701419,1739.963058693,3890.675677576,868950000000,6.3150027298,22734.0098274342,14126.0296063854,0.2943184729,114.4898834229,44029416,27358610,67,0,0.248648,4.901,2458000.5,0.1181427387023030,1.324690522281270,13.87273171420550,162.5105260457460,556.8908349192590,1.168187956045970,94.29095660343900,1.481193088516560,2457847.206167770000,99.09622522587670,0.646446264557747,FALSE
2352102,2352102,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,868950000000,32.531890459,117114.8056523960,72770.5857677349,0.227914218,88.6586303711,34095480,21185950,26,0,0.0473248,3.200,2458000.5,0.6561335627624600,2.090396861141290,41.97524844578040,305.4694711652140,1103.930020430750,0.7188173210531920,68.18047519978730,3.461976401229380,2458408.414591540000,226.9759402882910,0.3261076276008230,TRUE
3515377,3515377,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022,868950000000,10.4492549573,37617.3178461569,23373.9384139079,0.0469289902,18.2553768158,7020477,4362322,49,2,0.0104914,3.455,2458000.5,0.5631917932432760,2.180378367706060,3.190130902757730,57.21306985904680,1175.969948815180,0.9524071648488390,200.9676144278860,3.408349570563290,2457699.622730930000,92.10764014353520,0.3061302717494680,TRUE
3025767,3025767,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,869554800000,7.280170356,26208.6132817005,16285.0130693989,0.2210612618,85.9928283691,33070294,20548928,32,1,0.0181098,5.889,2457800.5,0.2768393823938560,1.033858498481570,2.409314764131290,220.0946417577140,383.9636221543910,0.7476457502792910,127.3831632099930,1.320071246683840,2457982.817862020000,189.0608106037240,0.9375888215140450,TRUE
3483296,3483296,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,869554800000,6.9150166667,24894.0599999584,15468.2007816408,0.4455647312,173.3246765137,66655532,41417828,35,0,0.0643258,4.982,2457600.5,0.2468998184558030,1.28557742750609,14.01266604706250,88.50663490758320,532.4094856066260,0.9681685940439590,113.3646125695600,1.602986260968220,2457451.362863600000,100.8422474724800,0.6761712736763460,FALSE
3617713,3617713,26.9,0.0110803882,0.0247765013,11.0803882126,24.7765012606,0.0068850319,0.0153953994,36.3529808636,81.2877363957,869554800000,23.6043785515,84975.7627854133,52800.6343818586,0.4010310902,156.001083374,59993396,37278168,7,6,0.00190346,6.055,2458000.5,0.3862441671716080,0.991089878325892,0.8057978515425390,242.3344398777290,360.3860636105050,0.6082871936796980,284.4250658581830,1.373892562972090,2458118.235928400000,242.3901962238960,0.9989287498893900,FALSE
3631822,3631822,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,869554800000,11.1105748391,39998.0694208691,24853.2448576506,0.2006324565,78.0460205078,30014188,18649952,15,4,0.192668,5.373,2458000.5,0.300204787511954,1.1556894504033,14.47482686058350,337.7081471440160,453.7954636812280,0.8087459445151700,11.70543609690610,1.50263295629143,2457948.346946510000,41.3734837838476,0.7933089438128120,FALSE
2471083,2471083,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,869554800000,6.9150141974,24894.0511106175,15468.1952581501,0.4455650831,173.3248138428,66655588,41417860,37,0,0.0647323,4.982,2458000.5,0.246945251153436,1.285529414204270,14.01328687299600,88.50034523056730,532.3796595166900,0.9680740301484650,113.3836032352630,1.602984798260070,2457983.785336080000,11.30260877486980,0.6762091555616880,FALSE
2488490,2488490,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,869554800000,7.2801011336,26208.3640810266,16284.8582257912,0.2210595657,85.9921722412,33070040,20548770,34,1,0.0181806,5.888,2458000.5,0.276832342773757,1.034084544486990,2.408373826125850,220.066541216687,384.0895555202740,0.747816497410525,127.3508145029690,1.32035259156346,2457982.778879420000,16.60967687230430,0.9372814095721940,TRUE
3781300,3781300,21.553,0.1300034796,0.2906966177,130.0034796187,290.696617739,0.0807803921,0.1806304481,426.5206160723,953.7290913427,869554800000,12.899991826,46439.9705736385,28855.9917156033,0.2692808862,104.7502593994,40283848,25031222,2,5,0.240279,5.816,2458000.5,0.3980760445356230,1.029245673947590,21.27331031091570,142.7486732491320,381.3967625745070,0.6195276272071320,21.20882237682120,1.438963720688050,2458173.791673410000,196.430173120468,0.9438989402267740,FALSE
3381260,3381260,23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,871023600000,10.60314048,38171.3057279924,23718.1649397073,0.2779260683,108.1132354736,41577148,25834842,20,0,0.0361478,5.738,2458000.5,0.07676250405768590,1.074678738223030,8.704056817613210,313.2112436964440,406.9269112862670,0.9921837072194720,79.61515862370010,1.157173769226580,2458055.371591570000,311.4562138365160,0.8846797545585420,FALSE
3607823,3607823,24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,871023600000,16.7358395539,60249.0223940533,37436.3994981272,0.0991638234,38.5747261047,14834697,9217853,8,7,0.0731904,7.351,2458000.5,0.541047706399183,0.7736377908298280,15.33765952633960,329.7584559257030,248.5449486097720,0.3550628385176190,194.227591588999,1.192212743142040,2458055.649654480000,280.1195770629040,1.448430161279270,FALSE
3475236,3475236,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.1767628354,417.3880663071,933.3080892598,871023600000,17.4812473756,62932.4905519807,39103.8022543682,0.3954425767,153.8271636963,59157368,36758684,24,1,0.0277283,4.478,2458000.5,0.5624055543647530,1.439534285760390,7.159009618489430,54.4435921435135,630.8577554560300,0.6299322077502500,256.0551088745780,2.249136363770530,2458240.345695410000,223.1316654162040,0.570651619777212,TRUE
3755345,3755345,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908,871023600000,14.8322368951,53396.05282236,33178.2307106492,0.1681689973,65.4177398682,25157724,15632285,21,2,0.0266238,5.786,2458000.5,0.09500120835969410,1.037463616574980,29.92221234429330,136.7628698018640,385.9737234794010,0.9389033193711360,39.29024990295740,1.136023913778820,2457847.970954790000,142.2647525872500,0.9327059799686420,TRUE
3771566,3771566,27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559,871023600000,8.0374178748,28934.704349172,17978.900044073,0.0755038899,29.3710136414,11295222,7018525.5,4,6,0.00487351,5.044,2458000.5,0.337910887814137,1.26330345617004,4.328546918961920,176.5257728280290,518.6327687510740,0.8364194637169540,72.10805749677710,1.690187448623130,2457885.268559430000,79.98591894667400,0.6941327692558270,FALSE
2424969,2424969,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,871628400000,10.8878476274,39196.2514585392,24355.0263576684,0.4558117066,177.310760498,68188464,42370344,25,1,0.254043,4.863,2458000.5,0.1291944793350210,1.323701113893960,21.21396297873540,130.5197895198400,556.2670406551900,1.152686237689240,73.30545162903390,1.494715990098680,2457728.235083480000,176.2020087211050,0.6471711852206450,FALSE
3682230,3682230,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,871628400000,26.3767586556,94956.3311602424,59002.1714367629,0.3826899452,148.866394043,57249604,35573252,22,0,0.0454314,4.851,2458000.5,0.3729143449910110,1.26060158508341,37.61844021615360,146.3730684638860,516.9698317496470,0.7905051706874000,64.6174965490855,1.730697999479420,2457842.909127430000,109.7408603747940,0.6963655863275550,TRUE
3701883,3701883,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,871628400000,12.6834458229,45660.404962368,28371.5999612003,0.2635652709,102.5268936157,39428804,24499922,18,2,0.00215466,4.092,2458000.5,0.5332462604352890,1.653696612656540,7.502275135786710,74.49124208498930,776.7516457501830,0.7718690780629320,250.7422433155760,2.535524147250140,2457669.892935060000,153.2259944718530,0.4634686028277600,TRUE
3249704,3249704,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.1767628354,417.3880663071,933.3080892598,872233200000,11.6411741883,41908.2270777713,26040.1425417407,0.3638698674,141.5453796387,54434160,33823820,11,6,0.144426,3.417,2458000.5,0.4934999349959610,2.285844837509020,8.20938289410908,139.620751692133,1262.317339358660,1.157780558787460,173.6357248413520,3.413909116230570,2458262.457582290000,285.2923756307250,0.2851897765920750,FALSE
2303262,2303262,18.6,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,872233200000,10.0949824276,36341.936739455,22581.4661923575,0.3935236787,153.0807189941,58870308,36580312,85,0,0.20526,5.602,2458000.5,0.3106744462129130,1.09477187385522,13.2335190903779,342.9645183410990,418.3924835397530,0.7546542282157760,189.761641034415,1.434889519494660,2458046.383885620000,320.5198480518030,0.860436107633361,FALSE
2423709,2423709,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036,872233200000,20.6038105111,74173.7178397973,46088.6637321785,0.3250924477,126.4609603882,48633136,30219230,94,0,0.00934325,4.483,2458000.5,0.4047398183080830,1.471885136452390,12.99600670892980,307.6698583462330,652.2428190701610,0.8761546137542800,304.7345249222060,2.067615659150500,2457816.608311010000,101.4974885105880,0.551941684100435,TRUE
3465951,3465951,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,872233200000,8.1657743685,29396.7877266266,18266.0206849142,0.0645436814,25.1074905396,9655597,5999710,14,7,0.00669281,5.771,2458000.5,0.1870194905052310,1.059483137014550,14.24739568896480,323.8030848846000,398.3267749349060,0.8613391405312080,104.1623706380820,1.257627133497900,2457936.044961480000,58.25321149783360,0.9037805707608550,FALSE
3664084,3664084,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964,872233200000,20.0835194084,72300.6698700697,44924.8245645442,0.3949601354,153.6394958496,59085196,36713840,88,3,0.264371,3.289,2458000.5,0.564232855848358,2.254905923781010,25.51210678064690,178.8223431780300,1236.776054445420,0.9826139147366710,82.01389631097400,3.52719793282535,2458057.474570010000,343.4158778136480,0.2910793742375830,FALSE
3485809,3485809,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,873702000000,11.1781492812,40241.3374123301,25004.4021271225,0.3074858298,119.6119842529,45999224,28582592,27,3,0.0820491,6.285,2458000.5,0.2477798160599140,0.9508631738825690,11.07183266420370,310.0379972340560,338.6690181469250,0.7152584715598000,37.23917800993260,1.186467876205340,2458162.496111130000,187.8006050701820,1.062984745312080,FALSE
3636713,3636713,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,873702000000,14.6769158601,52836.8970963452,32830.7930874485,0.1126851891,43.8345375061,16857464,10474743,34,3,0.054397,3.452,2458000.5,0.5742469655863410,2.170118739966320,4.173968325899700,203.8176028232430,1167.679545998270,0.9239346385786060,88.97758537421400,3.416302841354030,2457665.838644330000,103.1773558527740,0.3083037647047500,FALSE
3759000,3759000,23.0,0.0667659413,0.1492931834,66.7659413495,149.2931834393,0.0414864197,0.0927664547,219.0483710172,489.807047955,873702000000,16.118070404,58025.0534542387,36054.5116866074,0.1175412554,45.7235488892,17583922,10926142,10,6,0.0439429,7.014,2458000.5,0.5694000469726020,0.811473868237482,21.98842648421690,170.128530929548,266.9993691112640,0.3494206095460210,29.10615943808800,1.273527126928940,2458100.848111040000,224.6988564299540,1.348317792653590,FALSE
3427795,3427795,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578,874306800000,24.0357728949,86528.7824216803,53765.6203886269,0.3867209347,150.4344329834,57852628,35947956,27,0,0.105029,5.434,2458000.5,0.4083850816142950,1.134000628113480,7.435930600824060,28.85794682083620,441.0810193133240,0.6708916890506930,206.9486778237650,1.597109567176260,2458148.587079240000,239.1347934035320,0.8161765848833140,FALSE
3512702,3512702,25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994,874306800000,19.9651254551,71874.4516384244,44659.9891305532,0.4115809491,160.1049957275,61571636,38258840,19,2,0.00275724,5.434,2458000.5,0.2872667398455210,1.147483890315160,0.6395508975079190,30.49504127651140,448.9710337747430,0.8178499341190640,64.78066441226310,1.477117846511240,2457899.923652850000,80.64548100090910,0.8018334656765820,FALSE
3629117,3629117,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,874306800000,18.5683928148,66846.2141332184,41535.6378873879,0.225963018,87.8996124268,33803584,21004574,29,3,0.00375179,5.202,2458000.5,0.3842149695148280,1.205597143786940,4.851525323911030,171.3162136928920,483.5058605176580,0.742388673939679,81.91076405609240,1.668805613634210,2457870.019762330000,97.15060229357000,0.7445618127866580,FALSE
3738932,3738932,28.0,0.0066765941,0.0149293183,6.676594135,14.9293183439,0.004148642,0.0092766455,21.9048371017,48.9807047955,874306800000,9.3331089649,33599.1922735504,20877.2314435292,0.3366062271,130.9398193359,50355576,31289504,8,6,0.000615632,5.990,2458000.5,0.403957410850079,1.003000184879350,2.484442826425960,88.87947254444530,366.9018879396640,0.5978308271133340,111.9793427923620,1.408169542645360,2458176.955131840000,186.8642120676690,0.9811887369170510,FALSE
3747306,3747306,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575,874306800000,18.8302357689,67788.8487680134,42121.3543914359,0.3302083673,128.4510498047,49398468,30694786,25,3,0.246075,5.060,2458000.5,0.4796976571226830,1.21926488550087,21.18611845778350,172.6347353174510,491.7513110933500,0.6343863765141470,144.0981009413980,1.804143394487590,2458062.361009720000,314.712955516616,0.7320773567427470,FALSE
3760958,3760958,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591,874306800000,8.8107907531,31718.8467111595,19708.8578356091,0.4035645988,156.9866333008,60372404,37513672,9,3,0.0518773,5.182,2458000.5,0.1890170104784330,1.222292110944410,13.70494915885900,3.758694481389150,493.5838485434680,0.9912581102023270,129.0754122462180,1.453326111686500,2457795.707021820000,149.3676755466590,0.7293593602431180,FALSE
2365449,2365449,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,874911600000,13.7408581937,49467.0894973571,30736.9256935106,0.1816216139,70.6508102417,27170206,16882784,57,1,0.154706,6.085,2458000.5,0.5405178023526710,0.968377581781579,11.22419547692230,128.2836974696950,348.0691375405530,0.4449522594294060,358.5166597457220,1.491802904133750,2458091.374780160000,266.010279771211,1.034277277622920,FALSE
